"STATION","NAME","DATE","ACMH","ACSH","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDFG","WDFM","WESD","WSF1","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT14","WT16","WT18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-04-25","   80","  100"," 1954","0.07","   24","0.0","0.0",,"64","49","  198",,"   90","   90",,,"20.8","16.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-04-26","  100","  100"," 1342","0.23","    0","0.0","0.0",,"54","48","    0",,"   45","   45",,,"40.3","34.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-04-27","   90","  100"," 0154","0.00","   30","0.0","0.0",,"60","46","  252",,"   45","   45",,,"44.7","34.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-04-28","   20","   10"," 1342","0.00","   97","0.0","0.0",,"74","43","  804",,"  315","  315",,,"31.1","25.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-04-29","   40","   40"," 1348","0.00","   85","0.0","0.0",,"77","47","  702",,"  270","  225",,,"27.5","19.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-04-30","   70","   70"," 1212","0.00","   62","0.0","0.0",,"73","56","  510",,"  270","  315",,,"25.3","19.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-01","   20","   30"," 1248","0.00","   87","0.0","0.0",,"62","46","  726",,"  315","  315",,,"34.4","25.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-02","   10","   20"," 1212","0.00","   94","0.0","0.0",,"70","42","  780",,"  315","  315",,,"26.4","23.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-03","   30","   20"," 0654","0.00","   89","0.0","0.0",,"71","49","  744",,"  315","  315",,,"23.0","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-04","  100","  100"," 1812","1.26","    0","0.0","0.0",,"56","46","    0",,"   90","   90",,,"34.4","27.1","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-05","  100","  100"," 1812","0.06","    0","0.0","0.0",,"55","48","    0",,"   90","  315",,,"34.4","14.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-06","   80","   80"," 1418","0.02","   36","0.0","0.0",,"66","51","  306",,"  315","  360",,,"20.8","16.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-07","   90","   90"," 1642","0.00","   24","0.0","0.0",,"68","55","  204",,"   90","  135",,,"17.2","14.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-08","  100","  100"," 0954","0.53","    0","0.0","0.0",,"61","54","    0",,"   90","  180",,,"16.1","10.1","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-09","   50","   50"," 1442","0.34","   61","0.0","0.0",,"83","60","  522",,"  180","  360",,,"30.0","23.9","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-10","   40","   70"," 0924","0.00","   54","0.0","0.0",,"70","54","  456",,"  315","  270",,,"25.3","19.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-11","   30","   30"," 1942","0.00","   94","0.0","0.0",,"74","49","  798",,"  135","  135",,,"17.2","13.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-12","   90","  100"," 1448","0.00","   58","0.0","0.0",,"81","57","  492",,"  180","  180",,,"32.2","23.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-13","  100","  100"," 1954","0.34","    0","0.0","0.0",,"74","56","    6",,"  270","  225",,,"32.2","25.9","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-14","  100","  100"," 1930","0.56","   19","0.0","0.0",,"69","56","  162",,"  225","  225",,,"23.0","16.1","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-15","  100","  100"," 1500","1.24","   13","0.0","0.0",,"68","58","  108",,"   45","   45",,,"21.9","17.9","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-16","  100","  100"," 0624","0.55","    3","0.0","0.0",,"61","55","   30",,"   45","   45",,,"23.0","19.0","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-17","  100","  100"," 1112","0.00","   23","0.0","0.0",,"72","56","  198",,"  180","  180",,,"20.8","15.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-18","   70","   60"," 1542","0.02","   45","0.0","0.0",,"79","55","  390",,"  225","  315",,,"21.9","14.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-19","   20","   10"," 1124","0.00","   88","0.0","0.0",,"80","60","  762",,"  360","  315",,,"23.0","17.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-20","   60","   70"," 1442","0.00","   90","0.0","0.0",,"87","60","  780",,"  225","  180",,,"20.8","16.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-21","   30","   30"," 2000","0.00","   86","0.0","0.0",,"86","64","  744",,"  360","  360",,,"28.9","23.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-22","   50","   50"," 1954","0.00","   94","0.0","0.0",,"77","53","  822",,"  135","  360",,,"13.9","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-23","   80","   90"," 1248","0.08","   48","0.0","0.0",,"79","58","  414",,"  180","  180",,,"15.0","12.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-24","   90","  100"," 1530","0.13","   24","0.0","0.0",,"78","64","  210",,"  315","  315",,,"24.2","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-25","   40","   40"," 1218","0.00","   93","0.0","0.0",,"88","62","  810",,"  360","  360",,,"35.6","25.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-26","   10","   10"," 1406","0.00","  100","0.0","0.0",,"88","65","  876",,"   45","  360",,,"25.3","19.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-27","  100","  100"," 0848","0.00","   28","0.0","0.0",,"77","67","  246",,"   45","   45",,,"23.0","17.9",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-28","   70","   80"," 1642","0.00","   51","0.0","0.0",,"80","67","  450",,"   90","   90",,,"18.3","13.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-29","   60","   70"," 1430","0.00","   65","0.0","0.0",,"81","67","  576",,"   45","   45",,,"16.1","15.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-30","   20","   10"," 1836","0.00","   97","0.0","0.0",,"86","67","  858",,"  135","  135",,,"18.3","17.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-05-31","   60","   90"," 1800","0.00","   28","0.0","0.0",,"83","69","  246",,"  180","  180",,,"16.1","12.1",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-01","    0","    0"," 1342","0.00","  100","0.0","0.0",,"89","70","  882",,"  315","  315",,,"21.9","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-02","   40","   30"," 1636","0.00","   93","0.0","0.0",,"90","69","  828",,"  180","  180",,,"16.1","13.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-03","   90","  100"," 1242","0.10","   47","0.0","0.0",,"85","69","  420",,"  315","  315",,,"32.2","25.9",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-04","   30","   30"," 1124","0.00","   88","0.0","0.0",,"79","62","  786",,"  315","  315",,,"24.2","17.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-05","   70","   70"," 1554","0.02","   74","0.0","0.0",,"88","63","  654",,"  315","  315",,,"34.4","28.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-06","   50","   50"," 2212","0.00","   91","0.0","0.0",,"84","63","  804",,"  180","  180",,,"18.3","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-07","  100","  100"," 1324","0.12","   44","0.0","0.0",,"81","67","  396",,"  180","  180",,,"26.4","19.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-08","  100","  100"," 2248","0.04","   29","0.0","0.0",,"80","75","  258",,"  180","  180",,,"23.0","19.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-09","   40","   30"," 1442","0.00","   84","0.0","0.0",,"86","68","  750",,"  315","  315",,,"34.4","25.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-10","    0","    0"," 0006","0.00","  100","0.0","0.0",,"84","60","  894",,"  315","  315",,,"19.5","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-11","    0","    0"," 1106","0.00","  100","0.0","0.0",,"87","64","  894",,"  180","  180",,,"21.9","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-12","   30","   10"," 2200","0.00","   86","0.0","0.0",,"89","65","  768",,"  180","  180",,,"21.9","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-13","   80","   70"," 1124","0.40","   66","0.0","0.0",,"79","58","  594",,"  315","  315",,,"36.7","27.1","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-14","   20","   20"," 1530","0.00","  100","0.0","0.0",,"76","54","  894",,"  315","  360",,,"30.0","23.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-15","   50","   70"," 1700","0.00","   79","0.0","0.0",,"78","56","  702",,"  270","  315",,,"20.8","14.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-16","   60","   50"," 1854","0.00","   82","0.0","0.0",,"83","60","  738",,"  180","  180",,,"18.3","15.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-17","  100","  100"," 0354","0.00","   29","0.0","0.0",,"78","70","  258",,"  135","  180",,,"16.1","13.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-18","   40","   30"," 1542","0.00","   85","0.0","0.0",,"94","71","  762",,"  180","  180",,,"20.8","14.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-19","   60","   50"," 1506","0.10","   53","0.0","0.0",,"96","75","  474",,"  360","  360",,,"23.0","17.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-20","   50","   30"," 2106","0.00","   95","0.0","0.0",,"88","69","  846",,"  180","  180",,,"24.2","19.9",,,"    1",,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-21","   90","   90"," 1712","0.52","   52","0.0","0.0",,"88","70","  468",,"  315","  315",,,"38.0","32.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-22","   70","   70"," 1248","0.00","   84","0.0","0.0",,"87","69","  750",,"  315","  315",,,"20.8","16.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-23","   40","   40"," 1524","0.00","   91","0.0","0.0",,"86","69","  816",,"  315","  315",,,"18.3","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-24","   20","   40"," 1454","0.00","   97","0.0","0.0",,"86","66","  864",,"  270","  360",,,"17.2","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-25","   30","   30"," 1748","0.00","   94","0.0","0.0",,"88","67","  840",,"  135","  180",,,"18.3","14.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-26","  100","   90"," 2342","0.02","   55","0.0","0.0",,"88","73","  492",,"  270","  180",,,"21.9","17.0",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-27","   50","   30"," 1824","0.71","   85","0.0","0.0",,"97","73","  756",,"  315","  315",,,"59.7","49.0","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-28","   30","   20"," 1436","0.02","   98","0.0","0.0",,"92","72","  876",,"  315","  315",,,"32.2","25.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-29","   40","   40"," 1824","0.38","   72","0.0","0.0",,"92","71","  636",,"  360","  360",,,"40.3","33.1",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-06-30","   40","   60"," 1600","0.00","   85","0.0","0.0",,"93","71","  756",,"  315","  360",,,"21.9","16.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-01","   70","   70"," 0312","0.00","   77","0.0","0.0",,"86","70","  684",,"   45","   45",,,"20.8","16.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-02","  100","  100"," 1636","0.31","    1","0.0","0.0",,"75","64","   12",,"   90","   45",,,"17.2","14.1","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-03","  100","  100"," 0454","1.72","    0","0.0","0.0",,"70","65","    0",,"   90","   45",,,"17.2","13.0","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-04","  100","  100"," 1554","0.00","   40","0.0","0.0",,"75","65","  360",,"  360","   45",,,"27.5","17.0","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-05","   30","   30"," 0836","0.00","  100","0.0","0.0",,"83","62","  888",,"  360","   45",,,"18.3","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-06","   20","   30"," 1442","0.00","  100","0.0","0.0",,"85","64","  888",,"  180","  180",,,"15.0","12.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-07","   10","   10"," 1312","0.00","  100","0.0","0.0",,"86","66","  888",,"  180","  180",,,"16.1","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-08","   30","   20"," 1706","0.24","   79","0.0","0.0",,"90","70","  696",,"  270","  270",,,"41.4","25.9",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-09","   40","   30"," 1106","0.00","   87","0.0","0.0",,"92","72","  768",,"  360","  180",,,"18.3","11.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-10","   70","   70"," 1736","0.55","   63","0.0","0.0",,"95","75","  558",,"  360","  360",,,"32.2","23.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-11","   40","   40"," 1548","0.02","   77","0.0","0.0",,"80","67","  678",,"  315","  360",,,"23.0","17.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-12","   10","   10"," 0812","0.00","  100","0.0","0.0",,"81","63","  882",,"  360","  360",,,"17.2","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-13","   50","   40"," 1748","0.00","   94","0.0","0.0",,"84","62","  834",,"  225","  180",,,"23.0","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-14","   90","  100"," 0512","0.00","   41","0.0","0.0",,"82","74","  360",,"  180","  180",,,"18.3","13.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-15","   90","   90"," 1824","0.00","   63","0.0","0.0",,"89","73","  552",,"  225","  225",,,"15.0","8.9","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-16","  100","  100"," 1706","0.02","    8","0.0","0.0",,"77","73","   66",,"  315","  315",,,"16.1","13.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-17","   40","   20"," 1412","0.00","   90","0.0","0.0",,"87","69","  786",,"  315","  360",,,"20.8","16.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-18","   40","   50"," 1448","0.00","   95","0.0","0.0",,"90","69","  828",,"  225","  180",,,"17.2","10.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-19","   30","   20"," 1736","0.00","   87","0.0","0.0",,"92","74","  762",,"  180","  180",,,"19.5","14.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-20","   20","   10"," 0006","0.00","   99","0.0","0.0",,"92","73","  858",,"  180","  180",,,"17.2","12.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-21","    0","   10"," 1406","0.00","   89","0.0","0.0",,"95","74","  774",,"  180","  180",,,"20.8","14.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-22","   20","   30"," 1254","0.00","   94","0.0","0.0",,"98","78","  822",,"  315","  315",,,"18.3","15.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-23","   20","   30"," 2236","0.00","   97","0.0","0.0",,"100","81","  840",,"  315","  315",,,"21.9","17.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-24","   60","   70"," 1600","0.12","   86","0.0","0.0",,"90","78","  750",,"  315","  360",,,"17.2","14.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-25","  100","  100"," 1342","0.00","   37","0.0","0.0",,"82","74","  324",,"   45","   45",,,"21.9","17.9","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-26","   70","   70"," 2300","0.00","   73","0.0","0.0",,"87","72","  624",,"  180","  180",,,"19.5","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-27","   50","   40"," 1706","0.00","   75","0.0","0.0",,"96","76","  648",,"  180","  225",,,"27.5","19.9",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-28","   60","   60"," 1536","0.15","   77","0.0","0.0",,"92","72","  660",,"  315","  315",,,"25.3","19.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-29","   50","   60"," 1506","0.00","   88","0.0","0.0",,"89","66","  756",,"  225","  180",,,"25.3","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-30","  100","   90"," 0812","0.31","   49","0.0","0.0",,"90","76","  420",,"  315","  315",,,"20.8","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-07-31","   90","   80"," 2154","0.84","   58","0.0","0.0",,"88","72","  498",,"  360","  315",,,"24.2","21.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-01","   90","  100"," 0018","0.04","   41","0.0","0.0",,"85","73","  348",,"  315","  315",,,"19.5","15.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-02","   80","   90"," 1712","0.15","   50","0.0","0.0",,"85","76","  426",,"   90","   90",,,"17.2","11.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-03","   90","   90"," 1842","0.06","   64","0.0","0.0",,"89","75","  540",,"  225","  225",,,"36.7","23.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-04","  100","  100"," 1754","0.47","   30","0.0","0.0",,"81","74","  252",,"  225","  225",,,"23.0","17.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-05","   90","   80"," 1800","0.46","   72","0.0","0.0",,"87","74","  606",,"  135","  135",,,"59.7","47.0","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-06","  100","  100"," 1212","0.00","   61","0.0","0.0",,"87","76","  516",,"  180","  180",,,"18.3","13.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-07","   70","   80"," 1736","0.00","   66","0.0","0.0",,"90","77","  552",,"  180","  180",,,"26.4","19.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-08","   50","   70"," 1336","0.00","   75","0.0","0.0",,"90","77","  630",,"  225","  180",,,"19.5","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-09","   90","  100"," 2048","0.32","   82","0.0","0.0",,"91","73","  684",,"  270","  225",,,"35.6","25.1","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-10","   80","   60"," 1200","0.00","   65","0.0","0.0",,"89","73","  546",,"  270","  315",,,"18.3","11.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-11","   80","   60"," 1942","0.59","   76","0.0","0.0",,"90","73","  630",,"  225","  225",,,"34.4","23.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-12","   80","   80"," 1642","0.09","   56","0.0","0.0",,"87","73","  462",,"  180","  180",,,"11.4","8.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-13","   90","  100"," 1300","1.21","   32","0.0","0.0",,"85","75","  264",,"  180","  135",,,"24.2","17.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-14","   80","   70"," 1548","0.06","   55","0.0","0.0",,"90","74","  456",,"  135","   45",,,"15.0","12.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-15","   70","   70"," 1948","0.00","   73","0.0","0.0",,"90","77","  600",,"  135","  180",,,"15.0","11.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-16","   30","   40"," 1612","0.00","   95","0.0","0.0",,"93","76","  780",,"  180","  180",,,"17.2","13.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-17","   40","   40"," 1500","0.00","   92","0.0","0.0",,"93","78","  750",,"  270","  270",,,"23.0","16.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-18","   10","   20"," 1436","0.00","  100","0.0","0.0",,"90","73","  816",,"  270","  270",,,"19.5","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-19","   30","   20"," 1518","0.00","   94","0.0","0.0",,"93","74","  768",,"  180","  180",,,"16.1","11.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-20","   40","   40"," 0754","0.00","   81","0.0","0.0",,"85","72","  660",,"  315","  315",,,"28.9","23.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-21","    0","    0"," 1606","0.00","   99","0.0","0.0",,"85","66","  798",,"  360","  360",,,"17.2","13.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-22","   20","   30"," 1748","0.00","   99","0.0","0.0",,"86","65","  792",,"  225","  225",,,"13.9","8.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-23","   10","   10"," 1624","0.00","   99","0.0","0.0",,"89","66","  798",,"  180","  180",,,"16.1","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1978-08-24","   40","   20"," 1118","0.00","   93","0.0","0.0",,"93","70","  744",,"  315","  315",,,"20.8","15.0",,,,,,,,"    1",,,,
