"STATION","NAME","DATE","ACMH","ACSH","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDFG","WDFM","WESD","WSF1","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT14","WT16","WT18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-10","  100","  100"," 0730","0.16","    0","0.3","0.0",,"38","32","    0",,"  225","  225",,,"30.0","19.9","    1",,,"    1",,,,,,,"    1","    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-11","  100","  100"," 1754","0.00","    3","0.0","0.0",,"45","36","   18",,"  135","  135",,,"13.9","11.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-12","  100","  100"," 1500","0.57","    3","0.0","0.0",,"47","39","   18",,"  180","  180",,,"23.0","19.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-13","  100","  100"," 0906","0.28","   37","0.0","0.0",,"61","42","  264",,"  315","  315",,,"24.2","19.9","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-14","  100","  100"," 0518","0.75","    0","0.0","0.0",,"42","35","    0",,"   45","   45",,,"31.1","25.9","    1",,,"    1",,,,,,,"    1","    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-15","   80","   60"," 0842","0.00","   61","0.0","0.0",,"50","35","  438",,"  315","  315",,,"32.2","23.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-16","  100","  100"," 1512","0.14","   24","0.0","0.0",,"51","35","  174",,"  180","  135",,,"12.8","10.1","    1",,,"    1",,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-17","   50","   50"," 2106","0.36","   72","0.0","0.0",,"58","39","  516",,"  135","  135",,,"21.9","17.0","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-18","   70","   90"," 1836","0.00","   33","0.0","0.0",,"54","34","  234",,"   90","   90",,,"19.5","14.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-19","  100","  100"," 0912","1.23","    0","0.0","0.0",,"60","47","    0",,"  135","  135",,,"39.1","29.1","    1",,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-20","   40","   30"," 0918","0.00","   81","0.0","0.0",,"63","50","  588",,"  315","  315",,,"47.2","34.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-21","   50","   60"," 1200","0.00","   85","0.0","0.0",,"66","44","  624",,"  270","  135",,,"17.2","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-22","   90","  100"," 2306","0.03","   10","0.0","0.0",,"67","48","   72",,"  315","  180",,,"34.4","25.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-23","   40","   50"," 0930","0.00","  100","0.0","0.0",,"65","44","  738",,"  315","  315",,,"21.9","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-24","   90","  100"," 2248","1.35","    3","0.0","0.0",,"61","49","   18",,"  225","  225",,,"25.3","17.0","    1","    1","    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-25","   50","   50"," 2300","0.00","   69","0.0","0.0",,"66","45","  516",,"  315","  315",,,"36.7","25.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-26","   40","   50"," 1342","0.00","   61","0.0","0.0",,"48","34","  456",,"  270","  315",,,"36.7","27.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-27","   60","   90"," 0112","0.00","   72","0.0","0.0",,"45","29","  534",,"  315","  315",,,"20.8","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-28","  100","  100"," 0718","0.00","   55","0.0","0.0",,"54","36","  414",,"  360","  360",,,"18.3","14.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-29","  100","  100"," 1742","0.02","   14","0.0","0.0",,"64","45","  108",,"  360","  360",,,"21.9","14.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-30","   80","  100"," 1900","0.38","    9","0.0","0.0",,"57","39","   66",,"  315","  315",,,"43.6","33.1","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-03-31","   30","   10"," 0130","0.00","  100","0.0","0.0",,"56","34","  756",,"  315","  270",,,"38.0","23.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-01","   30","   10"," 1306","0.00","   94","0.0","0.0",,"70","48","  708",,"  225","  315",,,"23.0","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-02","   10","    0"," 1530","0.00","  100","0.0","0.0",,"67","42","  762",,"   90","  135",,,"20.8","16.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-03","   80","   80"," 1548","0.09","   31","0.0","0.0",,"63","39","  234",,"  315","  315",,,"65.5","42.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-04","   10","    0"," 1242","0.00","   99","0.0","0.0",,"48","35","  762",,"  315","  315",,,"60.8","42.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-05","   30","   50"," 1218","0.00","   81","0.0","0.0",,"45","33","  624",,"  315","  315",,,"47.2","36.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-06","   30","   10"," 1542","0.00","   99","0.0","0.0",,"54","33","  762",,"  315","  315",,,"41.4","31.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-07","   60","   80"," 1512","0.00","   50","0.0","0.0",,"53","36","  390",,"  315","  315",,,"35.6","29.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-08","   20","   20"," 1348","0.00","   91","0.0","0.0",,"62","38","  702",,"  315","  315",,,"30.0","23.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-09","   60","   70"," 0706","0.00","   82","0.0","0.0",,"61","37","  642",,"  315","  315",,,"25.3","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-10","   50","   60"," 0254","0.00","   55","0.0","0.0",,"58","44","  426",,"   45","   45",,,"26.4","19.9",,,,,,,,,,,"    1","    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-11","   70","   90"," 0812","0.00","   60","0.0","0.0",,"57","40","  468",,"   45","   45",,,"19.5","16.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-12","   40","   30"," 0342","0.00","   78","0.0","0.0",,"55","44","  612",,"  360","  315",,,"27.5","19.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-13","   30","   40"," 1618","0.00","   79","0.0","0.0",,"58","35","  624",,"  315","  315",,,"26.4","21.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-14","   60","   50"," 1448","0.03","   71","0.0","0.0",,"61","34","  564",,"  225","  180",,,"18.3","13.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-15","  100","  100"," 0700","0.56","    0","0.0","0.0",,"50","44","    0",,"   90","   45",,,"18.3","16.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-16","   50","   40"," 1424","0.00","   83","0.0","0.0",,"61","44","  660",,"  315","  315",,,"34.4","23.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-17","   40","   20"," 0842","0.00","  100","0.0","0.0",,"69","48","  798",,"  315","  315",,,"24.2","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-18","  100","  100"," 2348","0.05","   24","0.0","0.0",,"69","50","  192",,"  180","  180",,,"25.3","19.9",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-19","   80","  100"," 1036","0.00","    6","0.0","0.0",,"77","61","   48",,"  225","  225",,,"43.6","31.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-20","   10","   20"," 1342","0.00","  100","0.0","0.0",,"68","51","  804",,"  270","  270",,,"41.4","29.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-21","   30","   40"," 1324","0.00","   79","0.0","0.0",,"64","46","  636",,"  315","  315",,,"30.0","23.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-22","   50","   80"," 1300","0.00","   50","0.0","0.0",,"59","42","  402",,"  180","  225",,,"21.9","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-23","   80","   90"," 2248","0.00","   73","0.0","0.0",,"74","45","  594",,"  180","  225",,,"24.2","17.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-24","   90","   90"," 0924","0.24","   31","0.0","0.0",,"79","62","  252",,"  180","  315",,,"31.1","23.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-25","   90","  100"," 1842","0.57","   22","0.0","0.0",,"74","59","  180",,"  360","  315",,,"48.3","38.9",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-26","   40","   40"," 1600","0.00","   85","0.0","0.0",,"68","53","  696",,"  270","  315",,,"26.4","19.9",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-27","   60","   60"," 1354","0.00","   85","0.0","0.0",,"66","45","  702",,"  315","  360",,,"23.0","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-28","  100","  100"," 2154","0.28","   26","0.0","0.0",,"64","51","  210",,"  360","  360",,,"17.2","14.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-29","  100","  100"," 2018","0.31","    0","0.0","0.0",,"58","50","    0",,"   90","   90",,,"18.3","15.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-04-30","  100","  100"," 0436","0.00","    1","0.0","0.0",,"62","51","    6",,"   45","   45",,,"19.5","16.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-01","  100","  100"," 2212","0.70","    0","0.0","0.0",,"59","51","    0",,"   90","   45",,,"12.8","12.1","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-02","   60","   70"," 1824","0.00","   32","0.0","0.0",,"75","52","  264",,"  315","  315",,,"19.5","16.1","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-03","   70","   80"," 1936","0.09","   57","0.0","0.0",,"74","50","  474",,"  180","  180",,,"23.0","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-04","   90","   80"," 1700","0.43","   40","0.0","0.0",,"74","52","  330",,"  315","  315",,,"23.0","16.1","    1",,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-05","   80","  100"," 1454","0.00","   10","0.0","0.0",,"65","54","   84",,"  315","  360",,,"18.3","13.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-06","   50","   40"," 1636","0.25","   69","0.0","0.0",,"78","49","  582",,"  315","  315",,,"46.1","34.9","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-07","   70","   70"," 0800","0.00","   89","0.0","0.0",,"73","54","  750",,"  315","  315",,,"23.0","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-08","   50","   40"," 1712","0.00","   96","0.0","0.0",,"77","51","  810",,"  135","  135",,,"16.1","13.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-09","  100","  100"," 0824","0.00","   18","0.0","0.0",,"74","57","  156",,"  180","  180",,,"12.8","8.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-10","   60","   50"," 1654","0.00","   79","0.0","0.0",,"75","59","  666",,"  180","  180",,,"17.2","12.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-11","   40","   50"," 1012","0.00","   87","0.0","0.0",,"78","53","  738",,"  180","  135",,,"18.3","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-12","   80","   90"," 1548","0.26","   51","0.0","0.0",,"79","60","  432",,"  315","  315",,,"34.4","19.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-13","   60","   60"," 1330","0.15","   51","0.0","0.0",,"77","61","  432",,"  315","  315",,,"46.1","27.1","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-14","   40","   40"," 0054","0.00","  100","0.0","0.0",,"81","58","  858",,"  315","  315",,,"23.0","19.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-15","   70","   80"," 1212","0.20","   58","0.0","0.0",,"79","60","  498",,"  180","  180",,,"25.3","15.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-16","   60","   70"," 1300","0.13","   64","0.0","0.0",,"78","64","  546",,"  360","  315",,,"16.1","10.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-17","   70","   90"," 0948","0.00","   45","0.0","0.0",,"74","61","  390",,"   90","   45",,,"15.0","8.9",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-18","  100","  100"," 1836","0.00","   33","0.0","0.0",,"76","61","  288",,"   45","   90",,,"12.8","11.0",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-19","   60","   70"," 1642","0.00","   53","0.0","0.0",,"81","65","  462",,"  135","  135",,,"11.4","8.9",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-20","   40","   50"," 1548","0.00","   90","0.0","0.0",,"88","62","  774",,"  180","  180",,,"18.3","10.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-21","   80","   90"," 1800","0.00","   86","0.0","0.0",,"91","66","  744",,"  225","  180",,,"16.1","11.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-22","   70","   60"," 1800","2.20","   72","0.0","0.0",,"91","68","  624",,"   45","  360",,,"27.5","23.0","    1",,"    1",,"    1",,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-23","   50","   30"," 0018","0.14","   82","0.0","0.0",,"87","68","  714",,"  270","  270",,,"20.8","17.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-24","   80","   70"," 1400","0.09","   52","0.0","0.0",,"88","72","  450",,"   90","   45",,,"21.9","17.9","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-25","  100","  100"," 0912","0.00","    0","0.0","0.0",,"75","61","    0",,"   45","   45",,,"21.9","17.9","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-26","   80","   70"," 1942","0.00","   53","0.0","0.0",,"79","59","  468",,"  180","  180",,,"18.3","13.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-27","   50","   50"," 1118","0.00","   71","0.0","0.0",,"88","67","  624",,"  270","  270",,,"23.0","17.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-28","   40","   50"," 0948","0.00","   97","0.0","0.0",,"85","65","  852",,"  360","  360",,,"17.2","13.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-29","   90","   90"," 1536","0.00","   80","0.0","0.0",,"86","61","  702",,"  180","  180",,,"17.2","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-30","   90","   90"," 1342","0.00","   64","0.0","0.0",,"84","70","  564",,"  180","  135",,,"21.9","14.1",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-05-31","  100","  100"," 1236","0.07","   41","0.0","0.0",,"85","74","  366",,"  180","  225",,,"21.9","15.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-01","   80","  100"," 1442","0.39","   40","0.0","0.0",,"81","69","  354",,"  315","  315",,,"35.6","25.1",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-02","   20","   20"," 2354","0.00","  100","0.0","0.0",,"82","64","  882",,"  225","  135",,,"16.1","11.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-03","   70","   70"," 0042","0.17","   68","0.0","0.0",,"80","64","  600",,"  180","  180",,,"25.3","17.0",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-04","   50","   50"," 1212","0.00","   86","0.0","0.0",,"85","67","  762",,"  270","  315",,,"24.2","15.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-05","   80","   90"," 0248","0.40","   68","0.0","0.0",,"89","67","  600",,"  315","  315",,,"31.1","23.0",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-06","   60","   50"," 1248","0.00","   73","0.0","0.0",,"85","67","  648",,"  270","  315",,,"30.0","21.0",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-07","   20","   30"," 0942","0.00","   92","0.0","0.0",,"77","62","  816",,"  315","  315",,,"34.4","25.9",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-08","   20","   30"," 1454","0.00","   85","0.0","0.0",,"75","59","  756",,"  315","  315",,,"33.3","27.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-09","   30","   20"," 1154","0.00","   93","0.0","0.0",,"80","56","  822",,"  315","  315",,,"16.1","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-10","   90","   90"," 1348","0.00","   80","0.0","0.0",,"79","62","  714",,"  135","  135",,,"17.2","12.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-11","  100","  100"," 1406","0.22","   41","0.0","0.0",,"76","63","  366",,"  225","  180",,,"16.1","12.1",,,,,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-12","  100","  100"," 0330","0.24","    0","0.0","0.0",,"75","65","    0",,"  180","  180",,,"34.4","21.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-13","   20","   20"," 1448","0.00","   91","0.0","0.0",,"87","67","  810",,"  225","  225",,,"21.9","13.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-14","   40","   40"," 1448","0.00","   76","0.0","0.0",,"88","66","  678",,"  180","  180",,,"15.0","8.9",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-15","   40","   20"," 1254","0.00","   84","0.0","0.0",,"91","71","  750",,"  180","  180",,,"24.2","17.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-16","   60","   80"," 1224","0.44","   76","0.0","0.0",,"83","74","  678",,"  315","  315",,,"20.8","16.1",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-17","   70","   80"," 1436","0.00","   62","0.0","0.0",,"89","71","  558",,"  180","  135",,,"13.9","10.1","    1","    1",,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-18","   60","   50"," 1612","0.00","   58","0.0","0.0",,"92","74","  522",,"  225","  135",,,"20.8","15.0","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-19","   40","   20"," 2042","0.00","   89","0.0","0.0",,"94","71","  792",,"  315","  270",,,"21.9","14.1",,,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-20","   80","   80"," 1436","0.00","   89","0.0","0.0",,"91","77","  792",,"   45","  360",,,"20.8","15.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-21","   40","   30"," 0106","0.00","   94","0.0","0.0",,"85","71","  840",,"   45","   45",,,"18.3","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-22","   20","   20"," 1548","0.00","   93","0.0","0.0",,"86","66","  828",,"  180","  180",,,"20.8","12.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-23","   30","   30"," 1336","0.00","   85","0.0","0.0",,"90","70","  762",,"  225","  180",,,"23.0","15.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-24","   60","   50"," 1706","0.00","   64","0.0","0.0",,"93","73","  570",,"  225","  225",,,"19.5","12.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-25","   80","   60"," 1918","0.03","   53","0.0","0.0",,"93","75","  474",,"  315","  315",,,"17.2","15.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-26","  100","  100"," 0606","0.20","   15","0.0","0.0",,"77","71","  138",,"   45","   45",,,"18.3","15.0","    1",,"    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-27","  100","  100"," 1454","0.05","    5","0.0","0.0",,"77","70","   42",,"   90","   45",,,"13.9","10.1",,,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-28","   60","   70"," 1454","0.01","   52","0.0","0.0",,"85","72","  468",,"   45","  180",,,"23.0","17.9","    1","    1","    1",,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-29","   70","   70"," 1054","0.00","   52","0.0","0.0",,"84","71","  468",,"   45","  360",,,"15.0","10.1","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-06-30","   50","   50"," 1448","0.00","   78","0.0","0.0",,"85","71","  696",,"   45","   45",,,"20.8","16.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-01","   30","   40"," 1212","0.00","  100","0.0","0.0",,"86","65","  894",,"  360","   45",,,"18.3","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-02","   30","   20"," 1524","0.00","  100","0.0","0.0",,"91","61","  888",,"  315","  315",,,"19.5","11.0",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-03","   50","   30"," 1700","0.24","   81","0.0","0.0",,"93","69","  726",,"   45","  360",,,"42.5","32.0",,,"    1",,,,,,,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-04","   90","  100"," 2312","0.00","   40","0.0","0.0",,"83","67","  354",,"  180","  180",,,"10.3","6.0",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-05","   60","   60"," 1742","0.00","   81","0.0","0.0",,"89","70","  720",,"  360","   45",,,"13.9","10.1",,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-06","   60","   60"," 1912","0.00","   75","0.0","0.0",,"90","71","  666",,"  225","  180",,,"20.8","14.1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-07","   90","   90"," 1706","0.00","   37","0.0","0.0",,"85","71","  330",,"  180","  180",,,"18.3","13.0","    1",,,,,,,"    1",,,"    1",
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-08","   60","   70"," 1448","0.00","   50","0.0","0.0",,"87","72","  438",,"   45","   45",,,"15.0","12.1","    1",,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1975-07-09","   70","   60"," 1542","0.00","   56","0.0","0.0",,"92","73","  492",,"  315","  315",,,"44.7","34.9","    1",,"    1",,,,,"    1",,,"    1",
